original tokens,,edited tokens,deleted tokens,added tokens,replaced tokens,sentences,paragraphs,punctuations,word_punctuation,character names,place names,special words
back,,,ve,,,,,,,,,
at,,got,,,,,,,,,,
Ron,,to,,,,,,,,,,
",",,be,,,,,,,,,,
Harry,,taken,,,,,,,,,,
and,,.,,,.”,,,p,w_p_pre,,,
Hennione,,”,,add,,EOS,,p,w_p_pre,,,
charged,,“,,,,BOS,,p,w_p_fol,,,
through,,NO,,,,,,,,,,
the,,!,,,!”,,,p,w_p_pre,,,
door,,”,,add,,,,p,w_p_pre,,,
and,,Harry,,,Hany,,,,,,,
up,,and,,,,,,,,,,
the,,Hermione,,,Hennione,,,,,,,
next,,shouted,,,,,,,,,,
passageway,,.,,,,EOS,,p,w_p_pre,,,
.,,“,,,,BOS,,p,w_p_fol,,,
“,,That’s,,,That,,,,,,,
What,,,’,,,,,,,,,
if,,,s,,,,,,,,,
he,,chess,,,,,,,,,,
’,,!,,,!”,,,p,w_p_pre,,,
s,,”,,add,,,,p,w_p_pre,,,
—,,snapped,,,,,,,,,,
?”,,Ron,,,,,,,,,,
“,,.,,,,EOS,,p,w_p_pre,,,
He,,“,,,,BOS,,p,w_p_fol,,,
’,,You’ve,,,You,,,,,,,
ll,,,’,,,,,,,,,
be,,,ve,,,,,,,,,
all,,got,,,,,,,,,,
right,,to,,,,,,,,,,
",”",,make,,,,,,,,,,
said,,some,,,,,,,,,,
Harry,,sacrifices,,,,,,,,,,
",",,!,,,,EOS,,p,w_p_pre,,,
trying,,I,,,,BOS,,,,,,
to,,make,,,,,,,,,,
convince,,my,,,,,,,,,,
himself,,move,,,,,,,,,,
.,,and,,,,,,,,,,
“,,she’ll,,,she,,,,,,,
What,,,’,,,,,,,,,
do,,,ll,,,,,,,,,
you,,take,,,,,,,,,,
reckon,,me,,,,,,,,,,
’,,—,,,,,,p,w_p_pre,,,
s,,that,,,,,,,,,,
next,,leaves,,,,,,,,,,
?”,,you,,,,,,,,,,
“,,free,,,,,,,,,,
We,,to,,,,,,,,,,
’,,checkmate,,,,,,,,,,
ve,,the,,,,,,,,,,
had,,king,,,,,,,,,,
Sprout,,",",,,,,,p,w_p_pre,,,
’,,Harry,,,Hany,,,,,,,
s,,!,,,!”,,,p,w_p_pre,,,
",",,”,,add,,EOS,,p,w_p_pre,,,
that,,“,,,,BOS,,p,w_p_fol,,,
was,,But,,,,,,,,,,
the,,—,,,—”,,,p,w_p_pre,,,
Devil,,”,,add,,EOS,,p,w_p_pre,,,
’,,“,,,,BOS,,p,w_p_fol,,,
s,,Do,,,,,,,,,,
Snare,,you,,,,,,,,,,
;,,want,,,,,,,,,,
Flitwick,,to,,,,,,,,,,
must,,stop,,,,,,,,,,
’,,Snape,,,,,,,,,,
ve,,or,,,,,,,,,,
put,,not,,,,,,,,,,
charms,,?,,,?”,,,p,w_p_pre,,,
on,,”,,add,,EOS,,p,w_p_pre,,,
the,,“,,,,BOS,,p,w_p_fol,,,
keys,,Ron,,,,,,,,,,
;,,—,,,,,,p,w_p_pre,,,
McGonagall,,”,,,,EOS,,p,w_p_pre,,,
transfigured,,“,,,,BOS,,p,w_p_fol,,,
the,,Look,,,,,,,,,,
chessmen,,",",,,,,,p,w_p_pre,,,
to,,if,,,,,,,,,,
make,,you,,,,,,,,,,
them,,don’t,,,don,,,,,,,
alive,,,’,,,,,,,,,
;,,,t,,,,,,,,,
that,,hurry,,,,,,,,,,
leaves,,up,,,,,,,,,,
Quirrell,,",",,,,,,p,w_p_pre,,,
’,,he’ll,,,he,,,,,,,
s,,,’,,,,,,,,,
spell,,,ll,,,,,,,,,
",",,already,,,,,,,,,,
and,,have,,,,,,,,,,
Snape,,the,,,,,,,,,,
’,,Stone,,,,,,,,,,
s,,!,,,!”,,,p,w_p_pre,,,
.”,,”,,add,,EOS,,p,w_p_pre,,,
They,,There,,,,BOS,,,,,,
had,,was,,,,,,,,,,
reached,,no,,,,,,,,,,
another,,alternative,,,,,,,,,,
door,,.,,,,EOS,EOP,p,w_p_pre,,,
.,,“,,,,BOS,BOP,p,w_p_fol,,,
“,,Ready,,,,,,,,,,
All,,?,,,?”,,,p,w_p_pre,,,
right,,”,,add,,EOS,,p,w_p_pre,,,
?”,,Ron,,,,BOS,,,,,,
Harry,,called,,,,,,,,,,
whispered,,",",,,,,,p,w_p_pre,,,
.,,his,,,,,,,,,,
“,,face,,,,,,,,,,
Go,,pale,,,,,,,,,,
on,,but,,,,,,,,,,
.”,,determined,,,detennined,,,,,,,
Harry,,.,,,,EOS,,p,w_p_pre,,,
pushed,,“,,,,BOS,,p,w_p_fol,,,
it,,Here,,,,,,,,,,
open,,I,,,,,,,,,,
.,,go,,,,,,,,,,
A,,—,,,,,,p,w_p_pre,,,
disgusting,,now,,,,,,,,,,
smell,,",",,,,,,p,w_p_pre,,,
filled,,don’t,,,don,,,,,,,
their,,,’,,,,,,,,,
nostrils,,,t,,,,,,,,,
",",,hang,,,,,,,,,,
making,,around,,,,,,,,,,
both,,once,,,,,,,,,,
of,,you’ve,,,you,,,,,,,
them,,,’,,,,,,,,,
pull,,,ve,,,,,,,,,
their,,won,,,,,,,,,,
robes,,.,,,.”,,,p,w_p_pre,,,
up,,”,,add,,EOS,,p,w_p_pre,,,
over,,He,,,,BOS,,,,,,
their,,stepped,,,,,,,,,,
noses,,forward,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
Eyes,,and,,,,,,,,,,
watering,,the,,,,,,,,,,
",",,white,,,,,,,,,,
they,,queen,,,,,,,,,,
saw,,pounced,,,,,,,,,,
",",,.,,,,EOS,,p,w_p_pre,,,
flat,,She,,,,BOS/BOS_1,,,,,,
on,,struck,,,,,,,,,,
the,,Ron,,,,,,,,,,
floor,,hard,,,,,,,,,,
in,,across,,,,,,,,,,
front,,the,,,,,,,,,,
of,,head,,,,,,,,,,
them,,with,,,,,,,,,,
",",,her,,,,,,,,,,
a,,stone,,,,,,,,,,
troll,,arm,,,,,,,,,,
even,,",",,,,,,p,w_p_pre,,,
larger,,and,,,,,,,,,,
than,,he,,,,,,,,,,
the,,crashed,,,,,,,,,,
one,,to,,,,,,,,,,
they,,the,,,,,,,,,,
had,,floor,,,,,,,,,,
tackled,,—,,,,EOS_1,,p,w_p_pre,,,
",",,Hermione,,,Hennione,BOS_2,,,,,,
out,,screamed,,,,,,,,,,
cold,,but,,,,,,,,,,
with,,stayed,,,,,,,,,,
a,,on,,,,,,,,,,
bloody,,her,,,,,,,,,,
lump,,square,,,,,,,,,,
on,,—,,,,EOS_2,,p,w_p_pre,,,
its,,the,,,,BOS_3,,,,,,
head,,white,,,,,,,,,,
.,,queen,,,,,,,,,,
“,,dragged,,,,,,,,,,
I,,Ron,,,,,,,,,,
’,,to,,,,,,,,,,
m,,one,,,,,,,,,,
glad,,side,,,,,,,,,,
we,,.,,,,EOS_3/EOS,,p,w_p_pre,,,
didn,,He,,,,BOS,,,,,,
’,,looked,,,,,,,,,,
t,,as,,,,,,,,,,
have,,if,,,,,,,,,,
to,,he’d,,,he,,,,,,,
fight,,,’,,,,,,,,,
that,,,d,,,,,,,,,
one,,been,,,,,,,,,,
",”",,knocked,,,,,,,,,,
Harry,,out,,,,,,,,,,
whispered,,.,,,,EOS,,p,w_p_pre,,,
as,,Shaking,,,,BOS,,,,,,
they,,",",,,,,,p,w_p_pre,,,
stepped,,Harry,,,,,,,,,,
carefully,,moved,,,,,,,,,,
over,,three,,,,,,,,,,
one,,spaces,,,,,,,,,,
of,,to,,,,,,,,,,
its,,the,,,,,,,,,,
massive,,left,,,,,,,,,,
legs,,.,,,,EOS,,p,w_p_pre,,,
.,,The,,,,BOS,,,,,,
“,,white,,,,,,,,,,
Come,,king,,,,,,,,,,
on,,took,,,,,,,,,,
",",,off,,,,,,,,,,
I,,his,,,,,,,,,,
can,,crown,,,,,,,,,,
’,,and,,,,,,,,,,
t,,threw,,,,,,,,,,
breathe,,it,,,,,,,,,,
.”,,at,,,,,,,,,,
He,,Harry’s,,,Harry,,,,,,,
pulled,,,’,,,,,,,,,
open,,,s,,,,,,,,,
the,,feet,,,,,,,,,,
next,,.,,,,EOS,,p,w_p_pre,,,
door,,They,,,,BOS,,,,,,
",",,had,,,,,,,,,,
both,,won,,,,,,,,,,
of,,.,,,,EOS,,p,w_p_pre,,,
them,,The,,,,BOS,,,,,,
hardly,,chessmen,,,,,,,,,,
daring,,parted,,,,,,,,,,
to,,and,,,,,,,,,,
look,,bowed,,,,,,,,,,
at,,",",,,,,,p,w_p_pre,,,
what,,leaving,,,,,,,,,,
came,,the,,,,,,,,,,
next,,door,,,,,,,,,,
-,,ahead,,,,,,,,,,
but,,clear,,,,,,,,,,
there,,.,,,,EOS,,p,w_p_pre,,,
was,,With,,,,BOS,,,,,,
nothing,,one,,,,,,,,,,
very,,last,,,,,,,,,,
frightening,,desperate,,,,,,,,,,
in,,look,,,,,,,,,,
here,,back,,,,,,,,,,
",",,at,,,,,,,,,,
just,,Ron,,,,,,,,,,
a,,",",,,,,,p,w_p_pre,,,
table,,Harry,,,,,,,,,,
with,,and,,,,,,,,,,
seven,,Hermione,,,Hennione,,,,,,,
differently,,charged,,,,,,,,,,
shaped,,through,,,,,,,,,,
bottles,,the,,,,,,,,,,
standing,,door,,,,,,,,,,
on,,and,,,,,,,,,,
it,,up,,,,,,,,,,
in,,the,,,,,,,,,,
a,,next,,,,,,,,,,
line,,passageway,,,,,,,,,,
.,,.,,,,EOS,EOP,p,w_p_pre,,,
“,,“,,,,BOS,BOP,p,w_p_fol,,,
Snape,,What,,,,,,,,,,
’,,if,,,,,,,,,,
s,,he’s,,,he,,,,,,,
",”",,,’,,,,,,,,,
said,,,s,,,,,,,,,
Harry,,—,,,,,,p,w_p_pre,,,
.,,?,,,?”,,,p,w_p_pre,,,
“,,”,,add,,EOS,,p,w_p_pre,,,
What,,“,,,,BOS,,p,w_p_fol,,,
do,,He’ll,,,He,,,,,,,
we,,,’,,,,,,,,,
have,,,ll,,,,,,,,,
to,,be,,,,,,,,,,
do,,all,,,,,,,,,,
?”,,right,,,,,,,,,,
They,,",",,,",”",,,p,w_p_pre,,,
stepped,,”,,add,,,,p,w_p_pre,,,
over,,said,,,,,,,,,,
the,,Harry,,,,,,,,,,
threshold,,",",,,,,,p,w_p_pre,,,
",",,trying,,,,,,,,,,
and,,to,,,,,,,,,,
immediately,,convince,,,,,,,,,,
a,,himself,,,,,,,,,,
fire,,.,,,,EOS,,p,w_p_pre,,,
sprang,,“,,,,BOS,,p,w_p_fol,,,
up,,What,,,,,,,,,,
behind,,do,,,,,,,,,,
them,,you,,,,,,,,,,
in,,reckon’s,,,reckon,,,,,,,
the,,,’,,,,,,,,,
doorway,,,s,,,,,,,,,
.,,next,,,,,,,,,,
It,,?,,,?”,,,p,w_p_pre,,,
wasn,,”,,add,,EOS,,p,w_p_pre,,,
’,,“,,,,BOS,,p,w_p_fol,,,
t,,We’ve,,,We,,,,,,,
ordinary,,,’,,,,,,,,,
fire,,,ve,,,,,,,,,
either,,had,,,,,,,,,,
;,,Sprout’s,,,Sprout,,,,,,,
it,,,’,,,,,,,,,
was,,,s,,,,,,,,,
purple,,",",,,,,,p,w_p_pre,,,
.,,that,,,,,,,,,,
At,,was,,,,,,,,,,
the,,the,,,,,,,,,,
same,,Devil’s,,,Devil,,,,,,,
instant,,,’,,,,,,,,,
",",,,s,,,,,,,,,
black,,Snare,,,,,,,,,,
flames,,;,,,,,,p,w_p_pre,,,
shot,,Flitwick,,,,,,,,,,
up,,must’ve,,,must,,,,,,,
in,,,’,,,,,,,,,
the,,,ve,,,,,,,,,
doorway,,put,,,,,,,,,,
leading,,charms,,,,,,,,,,
onward,,on,,,,,,,,,,
.,,the,,,,,,,,,,
They,,keys,,,,,,,,,,
were,,;,,,,,,p,w_p_pre,,,
trapped,,McGonagall,,,,,,,,,,
.,,transfigured,,,,,,,,,,
“,,the,,,,,,,,,,
Look,,chessmen,,,,,,,,,,
!”,,to,,,,,,,,,,
Hermione,,make,,,,,,,,,,
seized,,them,,,,,,,,,,
a,,alive,,,,,,,,,,
roll,,;,,,,,,p,w_p_pre,,,
of,,that,,,,,,,,,,
paper,,leaves,,,,,,,,,,
lying,,Quirrell’s,,,Quirrell,,,,,,,
next,,,’,,,,,,,,,
to,,,s,,,,,,,,,
the,,spell,,,,,,,,,,
bottles,,",",,,,,,p,w_p_pre,,,
.,,and,,,,,,,,,,
Harry,,Snape’s,,,Snape,,,,,,,
looked,,,’,,,,,,,,,
over,,,s,,,,,,,,,
her,,.,,,.”,,,p,w_p_pre,,,
shoulder,,”,,add,,EOS,EOP,p,w_p_pre,,,
to,,They,,,,BOS,BOP,,,,,
read,,had,,,,,,,,,,
it,,reached,,,,,,,,,,
:,,another,,,,,,,,,,
Danger,,door,,,,,,,,,,
lies,,.,,,,EOS,,p,w_p_pre,,,
before,,“,,,,BOS,,p,w_p_fol,,,
you,,All,,,,,,,,,,
",",,right,,,,,,,,,,
while,,?,,,?”,,,p,w_p_pre,,,
safety,,”,,add,,,,p,w_p_pre,,,
lies,,Harry,,,,,,,,,,
behind,,whispered,,,,,,,,,,
",",,.,,,,EOS,,p,w_p_pre,,,
Two,,“,,,,BOS,,p,w_p_fol,,,
of,,Go,,,,,,,,,,
us,,on,,,,,,,,,,
will,,.,,,.”,,,p,w_p_pre,,,
help,,”,,add,,EOS,,p,w_p_pre,,,
you,,Harry,,,,BOS,,,,,,
",",,pushed,,,,,,,,,,
which,,it,,,,,,,,,,
ever,,open,,,,,,,,,,
you,,.,,,,EOS,,p,w_p_pre,,,
would,,A,,,,BOS,,,,,,
find,,disgusting,,,,,,,,,,
",",,smell,,,,,,,,,,
One,,filled,,,,,,,,,,
among,,their,,,,,,,,,,
us,,nostrils,,,,,,,,,,
seven,,",",,,,,,p,w_p_pre,,,
will,,making,,,,,,,,,,
let,,both,,,,,,,,,,
you,,of,,,,,,,,,,
move,,them,,,,,,,,,,
ahead,,pull,,,,,,,,,,
",",,their,,,,,,,,,,
Another,,robes,,,,,,,,,,
will,,up,,,,,,,,,,
transport,,over,,,,,,,,,,
the,,their,,,,,,,,,,
drinker,,noses,,,,,,,,,,
back,,.,,,,EOS,,p,w_p_pre,,,
instead,,Eyes,,,,BOS,,,,,,
",",,watering,,,,,,,,,,
Two,,",",,,,,,p,w_p_pre,,,
among,,they,,,,,,,,,,
our,,saw,,,,,,,,,,
number,,",",,,,,,p,w_p_pre,,,
hold,,flat,,,,,,,,,,
only,,on,,,,,,,,,,
nettle,,the,,,,,,,,,,
wine,,floor,,,,,,,,,,
",",,in,,,,,,,,,,
Three,,front,,,,,,,,,,
of,,of,,,,,,,,,,
us,,them,,,,,,,,,,
are,,",",,,,,,p,w_p_pre,,,
killers,,a,,,,,,,,,,
",",,troll,,,,,,,,,,
waiting,,even,,,,,,,,,,
bidden,,larger,,,,,,,,,,
in,,than,,,,,,,,,,
line,,the,,,,,,,,,,
.,,one,,,,,,,,,,
Choose,,they,,,,,,,,,,
",",,had,,,,,,,,,,
unless,,tackled,,,,,,,,,,
you,,",",,,,,,p,w_p_pre,,,
wish,,out,,,,,,,,,,
to,,cold,,,,,,,,,,
stay,,with,,,,,,,,,,
here,,a,,,,,,,,,,
forevermore,,bloody,,,,,,,,,,
",",,lump,,,,,,,,,,
To,,on,,,,,,,,,,
help,,its,,,,,,,,,,
you,,head,,,,,,,,,,
in,,.,,,,EOS,,p,w_p_pre,,,
your,,“,,,,BOS,,p,w_p_fol,,,
choice,,I’m,,,I,,,,,,,
",",,,’,,,,,,,,,
we,,,m,,,,,,,,,
give,,glad,,,,,,,,,,
you,,we,,,,,,,,,,
these,,didn’t,,,didn,,,,,,,
clues,,,’,,,,,,,,,
four,,,t,,,,,,,,,
:,,have,,,,,,,,,,
First,,to,,,,,,,,,,
",",,fight,,,,,,,,,,
however,,that,,,,,,,,,,
slyly,,one,,,,,,,,,,
the,,",",,,",”",,,p,w_p_pre,,,
poison,,”,,add,,,,p,w_p_pre,,,
tries,,Harry,,,,,,,,,,
to,,whispered,,,,,,,,,,
hide,,as,,,,,,,,,,
You,,they,,,,,,,,,,
will,,stepped,,,,,,,,,,
always,,carefully,,,,,,,,,,
find,,over,,,,,,,,,,
some,,one,,,,,,,,,,
on,,of,,,,,,,,,,
nettle,,its,,,,,,,,,,
wine,,massive,,,,,,,,,,
’,,legs,,,,,,,,,,
s,,.,,,,EOS,,p,w_p_pre,,,
left,,“,,,,BOS,,p,w_p_fol,,,
side,,Come,,,,,,,,,,
;,,on,,,,,,,,,,
Second,,",",,,,,,p,w_p_pre,,,
",",,I,,,,,,,,,,
different,,can’t,,,can,,,,,,,
are,,,’,,,,,,,,,
those,,,t,,,,,,,,,
who,,breathe,,,,,,,,,,
stand,,.,,,.”,,,p,w_p_pre,,,
at,,”,,add,,EOS,EOP,p,w_p_pre,,,
either,,He,,,,BOS/BOS_1,BOP,,,,,
end,,pulled,,,,,,,,,,
",",,open,,,,,,,,,,
But,,the,,,,,,,,,,
if,,next,,,,,,,,,,
you,,door,,,,,,,,,,
would,,",",,,,,,p,w_p_pre,,,
move,,both,,,,,,,,,,
onward,,of,,,,,,,,,,
",",,them,,,,,,,,,,
neither,,hardly,,,,,,,,,,
is,,daring,,,,,,,,,,
your,,to,,,,,,,,,,
friend,,look,,,,,,,,,,
;,,at,,,,,,,,,,
Third,,what,,,,,,,,,,
",",,came,,,,,,,,,,
as,,next,,,,,,,,,,
you,,-,,,,EOS_1,,p,w_p_pre,,,
see,,but,,,,BOS_2,,,,,,
clearly,,there,,,,,,,,,,
",",,was,,,,,,,,,,
all,,nothing,,,,,,,,,,
are,,very,,,,,,,,,,
different,,frightening,,,,,,,,,,
size,,in,,,,,,,,,,
",",,here,,,,,,,,,,
Neither,,",",,,,,,p,w_p_pre,,,
dwarf,,just,,,,,,,,,,
nor,,a,,,,,,,,,,
giant,,table,,,,,,,,,,
holds,,with,,,,,,,,,,
death,,seven,,,,,,,,,,
in,,differently,,,,,,,,,,
their,,shaped,,,,,,,,,,
insides,,bottles,,,,,,,,,,
;,,standing,,,,,,,,,,
Fourth,,on,,,,,,,,,,
",",,it,,,,,,,,,,
the,,in,,,,,,,,,,
second,,a,,,,,,,,,,
left,,line,,,,,,,,,,
and,,.,,,,EOS_2/EOS,,p,w_p_pre,,,
the,,“,,,,BOS,,p,w_p_fol,,,
second,,Snape’s,,,Snape,,,,,,,
on,,,’,,,,,,,,,
the,,,s,,,,,,,,,
right,,",",,,",”",,,p,w_p_pre,,,
Are,,”,,add,,,,p,w_p_pre,,,
twins,,said,,,,,,,,,,
once,,Harry,,,,,,,,,,
you,,.,,,,EOS,,p,w_p_pre,,,
taste,,“,,,,BOS,,p,w_p_fol,,,
them,,What,,,,,,,,,,
",",,do,,,,,,,,,,
though,,we,,,,,,,,,,
different,,have,,,,,,,,,,
at,,to,,,,,,,,,,
first,,do,,,,,,,,,,
sight,,?,,,?”,,,p,w_p_pre,,,
.,,”,,add,,EOS,,p,w_p_pre,,,
Hennione,,They,,,,BOS,,,,,,
let,,stepped,,,,,,,,,,
out,,over,,,,,,,,,,
a,,the,,,,,,,,,,
great,,threshold,,,,,,,,,,
sigh,,",",,,,,,p,w_p_pre,,,
and,,and,,,,,,,,,,
Harry,,immediately,,,,,,,,,,
",",,a,,,,,,,,,,
amazed,,fire,,,,,,,,,,
",",,sprang,,,,,,,,,,
saw,,up,,,,,,,,,,
that,,behind,,,,,,,,,,
she,,them,,,,,,,,,,
was,,in,,,,,,,,,,
smiling,,the,,,,,,,,,,
",",,doorway,,,,,,,,,,
the,,.,,,,EOS,,p,w_p_pre,,,
very,,It,,,,BOS,,,,,,
last,,wasn’t,,,wasn,,,,,,,
thing,,,’,,,,,,,,,
he,,,t,,,,,,,,,
felt,,ordinary,,,,,,,,,,
like,,fire,,,,,,,,,,
doing,,either,,,,,,,,,,
.,,;,,,,,,p,w_p_pre,,,
“,,it,,,,,,,,,,
Brilliant,,was,,,,,,,,,,
",”",,purple,,,,,,,,,,
said,,.,,,,EOS,,p,w_p_pre,,,
Hermione,,At,,,,BOS,,,,,,
.,,the,,,,,,,,,,
“,,same,,,,,,,,,,
This,,instant,,,,,,,,,,
isn,,",",,,,,,p,w_p_pre,,,
’,,black,,,,,,,,,,
t,,flames,,,,,,,,,,
magic,,shot,,,,,,,,,,
—,,up,,,,,,,,,,
it,,in,,,,,,,,,,
’,,the,,,,,,,,,,
s,,doorway,,,,,,,,,,
logic,,leading,,,,,,,,,,
—,,onward,,,,,,,,,,
a,,.,,,,EOS,,p,w_p_pre,,,
puzzle,,They,,,,BOS,,,,,,
.,,were,,,,,,,,,,
A,,trapped,,,,,,,,,,
lot,,.,,,,EOS,EOP,p,w_p_pre,,,
of,,“,,,,BOS/BOS_1,BOP,p,w_p_fol,,,
the,,Look,,,,,,,,,,
greatest,,!,,,!”,,,p,w_p_pre,,,
wizards,,”,,add,,EOS_1,,p,w_p_pre,,,
haven,,Hermione,,,,BOS_2,,,,,,
’,,seized,,,,,,,,,,
t,,a,,,,,,,,,,
got,,roll,,,,,,,,,,
an,,of,,,,,,,,,,
ounce,,paper,,,,,,,,,,
of,,lying,,,,,,,,,,
logic,,next,,,,,,,,,,
",",,to,,,,,,,,,,
they,,the,,,,,,,,,,
’,,bottles,,,,,,,,,,
d,,.,,,,EOS_2/EOS,,p,,,,
be,,Harry,,,,BOS/BOS_1,,,,,,
stuck,,looked,,,,,,,,,,
in,,over,,,,,,,,,,
here,,her,,,,,,,,,,
forever,,shoulder,,,,,,,,,,
.”,,to,,,,,,,,,,
“,,read,,,,,,,,,,
But,,it,,,,,,,,,,
so,,:,,,,EOS_1,,p,,,,
will,,Danger,,,,BOS_2,,,,,,riddle b
we,,lies,,,,,,,,,,
",",,before,,,,,,,,,,
won,,you,,,,,,,,,,
’,,",",,,,,,,,,,
t,,while,,,,,,,,,,
we,,safety,,,,,,,,,,
?”,,lies,,,,,,,,,,
“,,behind,,,,,,,,,,
Of,,",",,,,EOS_2,,,,,,
course,,Two,,,,BOS_3,,,,,,
not,,of,,,,,,,,,,
",”",,us,,,,,,,,,,
said,,will,,,,,,,,,,
Hermione,,help,,,,,,,,,,
.,,you,,,,,,,,,,
“,,",",,,,,,,,,,
Everything,,which,,,,,,,,,,
we,,ever,,,,,,,,,,
need,,you,,,,,,,,,,
is,,would,,,,,,,,,,
here,,find,,,,,,,,,,
on,,",",,,,EOS_3,,,,,,
this,,One,,,,BOS_4,,,,,,
paper,,among,,,,,,,,,,
.,,us,,,,,,,,,,
Seven,,seven,,,,,,,,,,
bottles,,will,,,,,,,,,,
:,,let,,,,,,,,,,
three,,you,,,,,,,,,,
are,,move,,,,,,,,,,
poison,,ahead,,,,,,,,,,
;,,",",,,,EOS_4,,,,,,
two,,Another,,,,BOS_5,,,,,,
are,,will,,,,,,,,,,
wine,,transport,,,,,,,,,,
;,,the,,,,,,,,,,
one,,drinker,,,,,,,,,,
will,,back,,,,,,,,,,
get,,instead,,,,,,,,,,
us,,",",,,,EOS_5,,,,,,
safely,,Two,,,,BOS_6,,,,,,
through,,among,,,,,,,,,,
the,,our,,,,,,,,,,
black,,number,,,,,,,,,,
fire,,hold,,,,,,,,,,
",",,only,,,,,,,,,,
and,,nettle,,,,,,,,,,
one,,wine,,,,,,,,,,
will,,",",,,,EOS_6,,,,,,
get,,Three,,,,BOS_7,,,,,,
us,,of,,,,,,,,,,
back,,us,,,,,,,,,,
through,,are,,,,,,,,,,
the,,killers,,,,,,,,,,
purple,,",",,,,,,,,,,
.”,,waiting,,,,,,,,,,
“,,bidden,,,,,,,,,,
But,,in,,,,,,,,,,
how,,line,,,,,,,,,,
do,,.,,,,EOS_7/EOS,,,,,,
we,,Choose,,,,BOS/BOS_1,,,,,,
know,,",",,,,,,,,,,
which,,unless,,,,,,,,,,
to,,you,,,,,,,,,,
drink,,wish,,,,,,,,,,
?”,,to,,,,,,,,,,
“,,stay,,,,,,,,,,
Give,,here,,,,,,,,,,
me,,forevermore,,,,,,,,,,
a,,",",,,,EOS_1,,,,,,
minute,,To,,,,BOS_2,,,,,,
.”,,help,,,,,,,,,,
Hennione,,you,,,,,,,,,,
read,,in,,,,,,,,,,
the,,your,,,,,,,,,,
paper,,choice,,,,,,,,,,
several,,",",,,,,,,,,,
times,,we,,,,,,,,,,
.,,give,,,,,,,,,,
Then,,you,,,,,,,,,,
she,,these,,,,,,,,,,
walked,,clues,,,,,,,,,,
up,,four,,,,,,,,,,
and,,:,,,,EOS_2,,,,,,
down,,First,,,,BOS_3,,,,,,
the,,",",,,,,,,,,,
line,,however,,,,,,,,,,
of,,slyly,,,,,,,,,,
bottles,,the,,,,,,,,,,
",",,poison,,,,,,,,,,
muttering,,tries,,,,,,,,,,
to,,to,,,,,,,,,,
herself,,hide,,,,,,,,,,
,,",",,add,,,,p,,,,
and,,You,,,,,,,,,,
pointing,,will,,,,,,,,,,
at,,always,,,,,,,,,,
them,,find,,,,,,,,,,
.,,some,,,,,,,,,,
At,,on,,,,,,,,,,
last,,nettle,,,,,,,,,,
",",,wine’s,,,wine,,,,,,,
she,,,’,,,,,,,,,
clapped,,,s,,,,,,,,,
her,,left,,,,,,,,,,
hands,,side,,,,,,,,,,
.,,;,,,,EOS_3,,,,,,
“,,Second,,,,BOS_4,,,,,,
Got,,",",,,,,,,,,,
it,,different,,,,,,,,,,
",”",,are,,,,,,,,,,
she,,those,,,,,,,,,,
said,,who,,,,,,,,,,
.,,stand,,,,,,,,,,
“,,at,,,,,,,,,,
The,,either,,,,,,,,,,
smallest,,end,,,,,,,,,,
bottle,,",",,,,EOS_4,,,,,,
will,,But,,,,BOS_5,,,,,,
get,,if,,,,,,,,,,
us,,you,,,,,,,,,,
through,,would,,,,,,,,,,
the,,move,,,,,,,,,,
black,,onward,,,,,,,,,,
fire,,",",,,,,,,,,,
—,,neither,,,,,,,,,,
toward,,is,,,,,,,,,,
the,,your,,,,,,,,,,
Stone,,friend,,,,,,,,,,
.”,,;,,,,EOS_5,,,,,,
Harry,,Third,,,,BOS_6,,,,,,
looked,,",",,,,,,,,,,
at,,as,,,,,,,,,,
the,,you,,,,,,,,,,
tiny,,see,,,,,,,,,,
bottle,,clearly,,,,,,,,,,
.,,",",,,,,,,,,,
“,,all,,,,,,,,,,
There,,are,,,,,,,,,,
’,,different,,,,,,,,,,
s,,size,,,,,,,,,,
only,,",",,,,EOS_6,,,,,,
enough,,Neither,,,,BOS_7,,,,,,
there,,dwarf,,,,,,,,,,
for,,nor,,,,,,,,,,
one,,giant,,,,,,,,,,
of,,holds,,,,,,,,,,
us,,death,,,,,,,,,,
",”",,in,,,,,,,,,,
he,,their,,,,,,,,,,
said,,insides,,,,,,,,,,
.,,;,,,,EOS_7,,,,,,
“,,Fourth,,,,BOS_8,,,,,,
That,,",",,,,,,,,,,
’,,the,,,,,,,,,,
s,,second,,,,,,,,,,
hardly,,left,,,,,,,,,,
one,,and,,,,,,,,,,
swallow,,the,,,,,,,,,,
.”,,second,,,,,,,,,,
They,,on,,,,,,,,,,
looked,,the,,,,,,,,,,
at,,right,,,,,,,,,,
each,,are,,,Are,,,,,,,
other,,twins,,,,,,,,,,
.,,once,,,,,,,,,,
“,,you,,,,,,,,,,
Which,,taste,,,,,,,,,,
one,,them,,,,,,,,,,
will,,",",,,,,,,,,,
get,,though,,,,,,,,,,
you,,different,,,,,,,,,,
back,,at,,,,,,,,,,
through,,first,,,,,,,,,,
the,,sight,,,,,,,,,,
purple,,.,,,,EOS_8/EOS,EOP,,,,,riddle e
flames,,Hermione,,,Hennione,BOS,BOP,,,,,
?”,,let,,,,,,,,,,
Hennione,,out,,,,,,,,,,
pointed,,a,,,,,,,,,,
at,,great,,,,,,,,,,
